record_id,api_name,smiles,molecular_weight,logP,pKa,aqueous_solubility_log,bcs_class,decomposition_onset_c,tg_predicted_celsius,hygroscopicity_class,polymorphism_risk_tier,particle_size_d50_um,bulk_density_g_ml,tapped_density_g_ml,true_density_g_cm3,flow_properties_carr_index,dose_mg,asd_suitability_score,excipient_name,functional_role,compatibility_tier,composite_compatibility,disc_match_score,fir_match_score,api_fir_spectrum,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
AB-2324,Ketoprofen,CC(C(=O)O)c1ccc(cc1)C(=O)c1ccccc1,254.9,3.28,[4.5],-2.35,II,100.6,,low,low,36.6,0.41,0.55,1.21,26.7,100,94.2,Labrasol,lipid_base,2,0.83,0.8,0.76,"{""wavenumbers"": [750, 904, 1035, 1237, 1449, 1622, 1719, 2936, 3288], ""absorbance"": [0.491, 0.315, 0.36, 0.508, 0.699, 0.771, 0.461, 0.732, 0.35], ""mw_ref"": 254.9}",0.95,0.08,0.84,"{""min"": 20, ""max"": 53, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.711}, {""excipient"": ""Captex 355"", ""compatibility_score"": 0.723}]","[{""excipient"": ""Captex 355"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.722}, {""excipient"": ""Capmul MCM"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.839}]","[0.0187, 0.0204, 0.0206, 0.0111, 0.0147, 0.0102, 0.0221, 0.0252]",lipid_based_formulation,0.793,"[{""parameter"": ""lipid_content_pct"", ""value"": 74.85}, {""parameter"": ""hlb_value"", ""value"": 14.8}, {""parameter"": ""drug_loading_pct"", ""value"": 25.97}, {""parameter"": ""surfactant_ratio"", ""value"": 0.15}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.799}, {""technique"": ""nanosuspension"", ""confidence"": 0.583}]",0.21,,lipid_based_drug_delivery
AB-2325,Paracetamol,CC(=O)Nc1ccc(O)cc1,150.78,0.5,[9.4],-0.86,I,247.7,,low,low,60.2,0.51,0.61,1.41,23.7,500,50.3,Starch 1500,filler_binder,2,0.78,0.73,0.69,"{""wavenumbers"": [747, 898, 1052, 1243, 1451, 1632, 1711, 2937, 3300], ""absorbance"": [0.515, 0.278, 0.747, 0.95, 0.738, 0.741, 0.725, 0.828, 0.16], ""mw_ref"": 150.78}",0.96,0.11,0.76,"{""min"": 30, ""max"": 40, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.78}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.771}]","[{""excipient"": ""DCPA"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 3.151}, {""excipient"": ""Mannitol"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 2.057}]","[0.0052, 0.0592, 0.0618, 0.0501, 0.0169, 0.0258, 0.0073, 0.0219]",wet_granulation,0.722,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 19.79}, {""parameter"": ""impeller_speed_rpm"", ""value"": 248.04}, {""parameter"": ""granulation_time_min"", ""value"": 10.9}, {""parameter"": ""drying_temp_c"", ""value"": 47.63}]","[{""technique"": ""direct_compression"", ""confidence"": 0.637}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.612}]",0.4,thermodynamic_incompatibility_chi_exceeds_threshold,crystalline_suspension
AB-2326,Fenofibrate,CCOC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,361.59,5.3,[],-5.14,II,177.1,,low,low,31.2,0.33,0.46,1.17,27.9,145,98.0,PVP K17,polymer_carrier,2,0.75,0.71,0.64,"{""wavenumbers"": [747, 897, 1059, 1249, 1438, 1605, 1733, 2942, 3295], ""absorbance"": [0.199, 0.144, 0.655, 0.737, 0.268, 0.063, 0.585, 0.999, 0.758], ""mw_ref"": 361.59}",0.94,0.09,0.74,"{""min"": 20, ""max"": 58, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.84}, {""excipient"": ""HPMC E5"", ""compatibility_score"": 0.715}]","[{""excipient"": ""Soluplus"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.149}, {""excipient"": ""HPMC E5"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 3.274}]","[-0.0042, 0.0014, -0.0168, 0.0028, 0.0038, 0.0259, 0.023, -0.0037]",spray_drying,0.716,"[{""parameter"": ""inlet_temp_c"", ""value"": 153.16}, {""parameter"": ""outlet_temp_c"", ""value"": 84.16}, {""parameter"": ""feed_conc_pct"", ""value"": 8.7}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.91}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.47}, {""technique"": ""coprecipitation"", ""confidence"": 0.676}]",0.48,oxidative_degradation_peroxide_content,amorphous_solid_dispersion
AB-2327,Hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,296.85,0.22,"[7.9, 9.2]",-3.43,IV,276.6,,low,medium,41.7,0.39,0.54,1.25,28.8,25,85.3,HPMC-AS LF,polymer_carrier,2,0.79,0.78,0.72,"{""wavenumbers"": [740, 885, 1040, 1242, 1451, 1616, 1726, 2964, 3309], ""absorbance"": [0.68, 0.924, 0.755, 0.856, 0.686, 0.904, 0.91, 0.143, 0.229], ""mw_ref"": 296.85}",0.9,0.19,0.75,"{""min"": 20, ""max"": 65, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Kollidon VA 64"", ""compatibility_score"": 0.83}, {""excipient"": ""Copovidone"", ""compatibility_score"": 0.759}]","[{""excipient"": ""Eudragit EPO"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 1.956}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 3.108}]","[0.0057, 0.0418, 0.0189, 0.0171, 0.0988, -0.0414, -0.015, -0.0148]",coprecipitation,0.724,"[{""parameter"": ""antisolvent_ratio"", ""value"": 6.25}, {""parameter"": ""precipitation_temp_c"", ""value"": 9.96}, {""parameter"": ""drying_time_h"", ""value"": 32.41}, {""parameter"": ""polymer_drug_ratio"", ""value"": 1.32}]","[{""technique"": ""spray_drying"", ""confidence"": 0.581}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.641}]",0.72,hygroscopicity_induced_phase_separation,amorphous_solid_dispersion
AB-2328,Amoxicillin,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,365.31,0.79,"[2.7, 7.4, 9.6]",-0.93,III,196.3,,high,low,75.0,0.54,0.7,1.45,24.5,500,51.6,Mannitol,filler_binder,2,0.76,0.84,0.77,"{""wavenumbers"": [743, 914, 1063, 1252, 1456, 1607, 1711, 2938, 3312], ""absorbance"": [0.168, 0.209, 0.869, 0.52, 0.17, 0.582, 0.659, 0.938, 0.061], ""mw_ref"": 365.31}",0.54,0.11,0.77,"{""min"": 30, ""max"": 52, ""unit"": ""% w/w""}",False,"[{""excipient"": ""MCC PH101"", ""compatibility_score"": 0.781}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.733}]","[{""excipient"": ""DCPA"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.878}, {""excipient"": ""Starch 1500"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 2.312}]","[0.0048, 0.0709, 0.0323, 0.0099, 0.0342, 0.003, 0.0245, 0.011]",wet_granulation,0.788,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 19.4}, {""parameter"": ""impeller_speed_rpm"", ""value"": 228.11}, {""parameter"": ""granulation_time_min"", ""value"": 8.91}, {""parameter"": ""drying_temp_c"", ""value"": 52.25}]","[{""technique"": ""direct_compression"", ""confidence"": 0.556}]",0.53,high_residual_solvent_risk,crystalline_suspension
AB-2329,Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.56,4.37,[4.5],-4.07,II,199.1,,low,high,40.0,0.34,0.51,1.3,25.8,25,91.3,Kollidon VA 64,polymer_carrier,2,0.84,0.88,0.86,"{""wavenumbers"": [743, 896, 1037, 1241, 1438, 1619, 1705, 2949, 3289], ""absorbance"": [0.223, 0.227, 0.505, 0.083, 0.057, 0.773, 0.167, 0.071, 0.605], ""mw_ref"": 357.56}",0.88,0.43,0.84,"{""min"": 20, ""max"": 58, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC-AS LF"", ""compatibility_score"": 0.809}, {""excipient"": ""HPMC E5"", ""compatibility_score"": 0.732}]","[{""excipient"": ""HPMC E5"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.333}, {""excipient"": ""PVP K17"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.731}]","[0.0012, 0.0339, 0.0709, -0.0109, 0.0002, 0.0074, 0.0089, 0.0019]",coprecipitation,0.79,"[{""parameter"": ""antisolvent_ratio"", ""value"": 14.41}, {""parameter"": ""precipitation_temp_c"", ""value"": 5.65}, {""parameter"": ""drying_time_h"", ""value"": 31.0}, {""parameter"": ""polymer_drug_ratio"", ""value"": 4.16}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.607}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.634}]",0.84,,amorphous_solid_dispersion
AB-2330,Verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.85,3.76,[8.8],-1.87,I,143.2,,low,low,46.8,0.45,0.59,1.31,21.7,240,64.8,PEG 6000,plasticizer,2,0.75,0.69,0.67,"{""wavenumbers"": [748, 895, 1041, 1240, 1448, 1615, 1727, 2954, 3305], ""absorbance"": [0.424, 0.955, 0.308, 0.176, 0.549, 0.608, 0.16, 0.088, 0.433], ""mw_ref"": 454.85}",0.91,0.08,0.72,"{""min"": 5, ""max"": 21, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TBC"", ""compatibility_score"": 0.649}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.729}]","[{""excipient"": ""TEC"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.489}, {""excipient"": ""TBC"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.585}]","[0.0362, 0.0305, 0.0246, 0.0199, -0.0305, -0.0059, 0.0539, -0.0668]",hot_melt_coating,0.708,"[{""parameter"": ""coating_temp_c"", ""value"": 60.12}, {""parameter"": ""spray_rate_g_min"", ""value"": 7.2}, {""parameter"": ""pan_speed_rpm"", ""value"": 27.93}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 9.06}]","[{""technique"": ""direct_compression"", ""confidence"": 0.795}, {""technique"": ""wet_granulation"", ""confidence"": 0.782}]",0.62,melting_point_depression_below_processing_window,solid_solution
AB-2331,Nifedipine,COC(=O)C1=C(N/C(=C(/C1=O)C(=O)OC)c1ccccc1[N+](=O)[O-])C,346.22,3.1,[],-3.05,II,169.6,,low,medium,32.6,0.32,0.46,1.26,28.3,30,98.0,PVP K30,polymer_carrier,2,0.83,0.82,0.78,"{""wavenumbers"": [762, 907, 1055, 1264, 1446, 1620, 1733, 2956, 3297], ""absorbance"": [0.378, 0.217, 0.632, 0.062, 0.157, 0.738, 0.444, 0.354, 0.965], ""mw_ref"": 346.22}",0.93,0.22,0.8,"{""min"": 20, ""max"": 36, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K17"", ""compatibility_score"": 0.769}, {""excipient"": ""HPMC E15"", ""compatibility_score"": 0.747}]","[{""excipient"": ""Copovidone"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 2.284}, {""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.664}]","[-0.032, -0.0067, 0.0115, 0.0025, 0.0241, 0.03, -0.0313, 0.0274]",spray_drying,0.79,"[{""parameter"": ""inlet_temp_c"", ""value"": 123.48}, {""parameter"": ""outlet_temp_c"", ""value"": 61.84}, {""parameter"": ""feed_conc_pct"", ""value"": 13.45}, {""parameter"": ""atomization_pressure_bar"", ""value"": 1.36}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.519}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.46}]",0.45,,amorphous_solid_dispersion
AB-2332,Caffeine,Cn1cnc2c1c(=O)n(C)c(=O)n2C,194.28,0.03,[0.6],-1.12,I,228.7,,low,low,68.3,0.46,0.64,1.41,24.6,200,48.5,PEG 6000,plasticizer,2,0.73,0.67,0.64,"{""wavenumbers"": [738, 906, 1055, 1256, 1445, 1631, 1716, 2937, 3301], ""absorbance"": [0.457, 0.965, 0.084, 0.913, 0.969, 0.228, 0.396, 0.39, 0.815], ""mw_ref"": 194.28}",0.91,0.09,0.75,"{""min"": 5, ""max"": 16, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TBC"", ""compatibility_score"": 0.683}, {""excipient"": ""TEC"", ""compatibility_score"": 0.688}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.11}, {""excipient"": ""TEC"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 3.142}]","[0.0474, 0.03, 0.0279, 0.0033, 0.0005, 0.0362, 0.0914, 0.0482]",hot_melt_coating,0.663,"[{""parameter"": ""coating_temp_c"", ""value"": 55.61}, {""parameter"": ""spray_rate_g_min"", ""value"": 12.94}, {""parameter"": ""pan_speed_rpm"", ""value"": 17.15}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 6.27}]","[{""technique"": ""direct_compression"", ""confidence"": 0.691}, {""technique"": ""wet_granulation"", ""confidence"": 0.453}]",0.19,thermodynamic_incompatibility_chi_exceeds_threshold,solid_solution
AB-2333,Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.22,0.16,[9.6],-0.94,III,148.6,,low,low,58.4,0.52,0.71,1.35,24.2,100,49.0,HPC LF,filler_binder,2,0.77,0.72,0.72,"{""wavenumbers"": [760, 909, 1063, 1257, 1453, 1629, 1705, 2960, 3302], ""absorbance"": [0.224, 0.378, 0.716, 0.501, 0.56, 0.947, 0.574, 0.327, 0.219], ""mw_ref"": 266.22}",0.88,0.13,0.76,"{""min"": 30, ""max"": 65, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.831}, {""excipient"": ""DCPA"", ""compatibility_score"": 0.709}]","[{""excipient"": ""Mannitol"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.273}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 2.017}]","[0.021, 0.0027, 0.0097, 0.0019, 0.0106, -0.0125, 0.0016, 0.0063]",wet_granulation,0.73,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 18.57}, {""parameter"": ""impeller_speed_rpm"", ""value"": 236.99}, {""parameter"": ""granulation_time_min"", ""value"": 8.16}, {""parameter"": ""drying_temp_c"", ""value"": 50.14}]","[{""technique"": ""direct_compression"", ""confidence"": 0.771}]",0.65,oxidative_degradation_peroxide_content,crystalline_suspension
AB-2334,Cimetidine,CN/C(=N/C#N)NCCSc1nc[nH]c1C,251.98,0.45,"[7.1, 6.8]",-0.72,III,144.3,,medium,low,65.2,0.52,0.65,1.41,25.3,400,47.0,HPC LF,filler_binder,2,0.71,0.69,0.68,"{""wavenumbers"": [761, 885, 1052, 1244, 1443, 1630, 1722, 2960, 3304], ""absorbance"": [0.348, 0.187, 0.924, 0.619, 0.916, 0.88, 0.61, 0.798, 0.485], ""mw_ref"": 251.98}",0.68,0.06,0.7,"{""min"": 30, ""max"": 74, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.744}, {""excipient"": ""Mannitol"", ""compatibility_score"": 0.862}]","[{""excipient"": ""Starch 1500"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 2.336}, {""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 2.336}]","[0.004, 0.03, 0.111, 0.0026, 0.0134, -0.0622, -0.0231, 0.0096]",wet_granulation,0.671,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 12.68}, {""parameter"": ""impeller_speed_rpm"", ""value"": 300.59}, {""parameter"": ""granulation_time_min"", ""value"": 12.08}, {""parameter"": ""drying_temp_c"", ""value"": 44.46}]","[{""technique"": ""direct_compression"", ""confidence"": 0.694}]",0.42,acid_base_interaction_proton_transfer,crystalline_suspension
AB-2335,Caffeine,Cn1cnc2c1c(=O)n(C)c(=O)n2C,194.1,-0.14,[0.6],-1.2,I,232.4,,low,low,75.5,0.47,0.62,1.39,23.2,200,54.4,TEC,plasticizer,2,0.71,0.65,0.59,"{""wavenumbers"": [758, 912, 1057, 1253, 1439, 1629, 1708, 2941, 3287], ""absorbance"": [0.22, 0.387, 0.126, 0.918, 0.112, 0.804, 0.098, 0.58, 0.527], ""mw_ref"": 194.1}",0.92,0.12,0.69,"{""min"": 5, ""max"": 20, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.686}, {""excipient"": ""TBC"", ""compatibility_score"": 0.727}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.106}, {""excipient"": ""TBC"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.313}]","[0.0086, 0.0276, -0.0038, 0.0108, 0.0166, 0.055, 0.0034, 0.0017]",hot_melt_coating,0.64,"[{""parameter"": ""coating_temp_c"", ""value"": 75.17}, {""parameter"": ""spray_rate_g_min"", ""value"": 13.54}, {""parameter"": ""pan_speed_rpm"", ""value"": 24.01}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 8.02}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.506}, {""technique"": ""direct_compression"", ""confidence"": 0.458}]",0.33,thermodynamic_incompatibility_chi_exceeds_threshold,solid_solution
AB-2336,Furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,331.22,1.84,"[3.9, 9.9]",-3.7,IV,208.1,,low,medium,41.3,0.37,0.55,1.29,29.5,40,97.3,Kollidon VA 64,polymer_carrier,1,0.86,0.86,0.79,"{""wavenumbers"": [756, 902, 1047, 1264, 1463, 1632, 1715, 2964, 3289], ""absorbance"": [0.594, 0.574, 0.31, 0.833, 0.294, 0.977, 0.526, 0.239, 0.138], ""mw_ref"": 331.22}",0.95,0.14,0.82,"{""min"": 20, ""max"": 58, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PVP K17"", ""compatibility_score"": 0.796}, {""excipient"": ""Soluplus"", ""compatibility_score"": 0.862}]","[{""excipient"": ""Eudragit EPO"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.33}, {""excipient"": ""Soluplus"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.737}]","[0.0288, 0.0013, 0.0378, 0.0664, 0.0055, -0.0105, 0.0682, -0.0051]",spray_drying,0.777,"[{""parameter"": ""inlet_temp_c"", ""value"": 165.96}, {""parameter"": ""outlet_temp_c"", ""value"": 78.38}, {""parameter"": ""feed_conc_pct"", ""value"": 10.71}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.7}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.723}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.721}]",0.77,acid_base_interaction_proton_transfer,amorphous_solid_dispersion
AB-2337,Spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C12,416.3,2.74,[],-3.83,II,211.8,,low,low,48.4,0.4,0.6,1.33,26.2,100,96.5,Kollidon VA 64,polymer_carrier,1,0.89,0.92,0.83,"{""wavenumbers"": [738, 911, 1053, 1247, 1438, 1624, 1707, 2947, 3292], ""absorbance"": [0.989, 0.131, 0.566, 0.892, 0.154, 0.963, 0.824, 0.585, 0.484], ""mw_ref"": 416.3}",0.86,0.04,0.86,"{""min"": 20, ""max"": 55, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC E5"", ""compatibility_score"": 0.685}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.712}]","[{""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.946}, {""excipient"": ""PVPVA 64"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.05}]","[0.0347, 0.0294, 0.0662, -0.0012, 0.0088, -0.1147, 0.003, 0.0037]",hot_melt_extrusion,0.864,"[{""parameter"": ""barrel_temp_c"", ""value"": 157.83}, {""parameter"": ""screw_speed_rpm"", ""value"": 83.91}, {""parameter"": ""feed_rate_g_min"", ""value"": 4.39}, {""parameter"": ""residence_time_min"", ""value"": 5.97}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.574}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.463}]",0.34,,amorphous_solid_dispersion
AB-2338,Atorvastatin,CC(C)c1n(CC(O)CC(O)CC(=O)O)c2ccc(F)cc2c1C(=O)Nc1ccccc1,558.81,6.4,[4.3],-5.1,II,162.5,,low,medium,49.8,0.39,0.57,1.21,27.6,40,98.0,HPMC-AS MF,polymer_carrier,2,0.8,0.79,0.72,"{""wavenumbers"": [749, 890, 1056, 1245, 1438, 1633, 1719, 2959, 3313], ""absorbance"": [0.433, 0.719, 0.376, 0.115, 0.573, 0.848, 0.432, 0.069, 0.896], ""mw_ref"": 558.81}",0.96,0.2,0.79,"{""min"": 20, ""max"": 64, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Eudragit EPO"", ""compatibility_score"": 0.742}, {""excipient"": ""HPMC E15"", ""compatibility_score"": 0.715}]","[{""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 3.294}, {""excipient"": ""PVPVA 64"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.225}]","[0.024, 0.0322, 0.027, -0.026, 0.0363, 0.0072, -0.021, 0.0193]",coprecipitation,0.753,"[{""parameter"": ""antisolvent_ratio"", ""value"": 8.27}, {""parameter"": ""precipitation_temp_c"", ""value"": 2.42}, {""parameter"": ""drying_time_h"", ""value"": 13.93}, {""parameter"": ""polymer_drug_ratio"", ""value"": 4.4}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.726}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.628}]",0.71,,amorphous_solid_dispersion
AB-2339,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,172.04,-0.08,[2.5],-0.57,I,156.9,,low,low,59.9,0.5,0.63,1.45,23.1,400,40.9,TBC,plasticizer,2,0.71,0.65,0.58,"{""wavenumbers"": [755, 890, 1035, 1259, 1448, 1630, 1730, 2944, 3314], ""absorbance"": [0.087, 0.289, 0.569, 0.077, 0.582, 0.266, 0.392, 0.623, 0.076], ""mw_ref"": 172.04}",0.9,0.08,0.69,"{""min"": 5, ""max"": 18, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.694}, {""excipient"": ""PEG 6000"", ""compatibility_score"": 0.696}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 2.212}, {""excipient"": ""PEG 6000"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.552}]","[-0.002, 0.0081, 0.0195, 0.0234, 0.0348, -0.0258, -0.0075, 0.0939]",hot_melt_coating,0.656,"[{""parameter"": ""coating_temp_c"", ""value"": 54.39}, {""parameter"": ""spray_rate_g_min"", ""value"": 7.98}, {""parameter"": ""pan_speed_rpm"", ""value"": 28.33}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 6.59}]","[{""technique"": ""direct_compression"", ""confidence"": 0.526}, {""technique"": ""wet_granulation"", ""confidence"": 0.636}]",0.24,pH_incompatibility_solubility_precipitation,solid_solution
AB-2340,Ibuprofen,CC(Cc1ccc(cc1)C(C(=O)O)C)C,206.76,4.12,[4.4],-1.72,II,225.6,,low,medium,43.9,0.38,0.61,1.19,29.0,400,88.1,HPMC-AS LF,polymer_carrier,2,0.84,0.87,0.81,"{""wavenumbers"": [746, 895, 1053, 1241, 1449, 1624, 1705, 2964, 3291], ""absorbance"": [0.33, 0.98, 0.774, 0.436, 0.249, 0.731, 0.506, 0.31, 0.159], ""mw_ref"": 206.76}",0.85,0.23,0.84,"{""min"": 20, ""max"": 47, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC E15"", ""compatibility_score"": 0.753}, {""excipient"": ""Copovidone"", ""compatibility_score"": 0.821}]","[{""excipient"": ""Soluplus"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.024}, {""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 1.998}]","[0.0022, 0.0073, 0.0033, 0.0288, 0.0008, -0.0047, 0.0067, -0.003]",spray_drying,0.827,"[{""parameter"": ""inlet_temp_c"", ""value"": 167.78}, {""parameter"": ""outlet_temp_c"", ""value"": 80.98}, {""parameter"": ""feed_conc_pct"", ""value"": 14.01}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.84}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.503}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.683}]",0.18,chemical_reactivity_esterification_risk,amorphous_solid_dispersion
