record_id,api_name,bcs_class,bcs_class_encoded,logP,aqueous_solubility_mg_ml,molecular_weight_da,pka,melting_point_c,dose_mg,dose_number,hsp_dispersive,hsp_polar,hsp_hydrogen,hsp_total,primary_excipient,excipient_role,excipient_Tg_c,excipient_mw_kda,excipient_hydrophilicity,chi_parameter,formulation_technique,compatibility_score,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
EF-1103,Atenolol,III,2,0.16,13.3,266.3,9.6,147,100,0.0075,18.04,10.24,5.27,21.4,Magnesium stearate,lubricant,N/A,0.591,lipophilic,0.01,direct_compression,0.5,0.95,0.12,0.5,"{""min"": 0, ""max"": 2, ""unit"": ""% w/w""}",False,"[{""excipient"": ""DCPA"", ""compatibility_score"": 0.775}, {""excipient"": ""Mannitol"", ""compatibility_score"": 0.599}]","[{""excipient"": ""Cremophor EL"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.614}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.01}]","[0.122, 0.0083, 0.0271, 0.0124, 0.0575, -0.0315]",direct_compression,0.511,"[{""parameter"": ""compression_force_kn"", ""value"": 24.8, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 106.28, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 21.01, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 66.27, ""unit"": ""rpm""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.658}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.467}]",0.23,thermodynamic_incompatibility_chi_exceeds_threshold,co_crystal
EF-1104,Griseofulvin,II,1,2.18,0.014,352.8,8.9,220,500,35.7,16.77,10.42,6.49,20.78,PEG 4000,plasticizer,-65,4,hydrophilic,0.325,hot_melt_coating,0.582,0.78,0.08,0.57,"{""min"": 8, ""max"": 55, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.676}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.58}]","[{""excipient"": ""Starch 1500"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.279}, {""excipient"": ""Kollidon 12 PF"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.486}]","[0.03, 0.0493, 0.0045, 0.1105, 0.084, -0.0363]",hot_melt_coating,0.581,"[{""parameter"": ""coating_temp_c"", ""value"": 69.91, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 14.14, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 25.56, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 12.98, ""unit"": ""%""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.696}, {""technique"": ""wet_granulation"", ""confidence"": 0.553}]",0.18,moisture_uptake_amorphous_collapse,complexation_cyclodextrin
EF-1105,Simvastatin,II,1,4.68,0.03,418.6,7.1,135,40,1.33,19.68,3.79,4.53,20.55,Gelucire 44/14,lipid_base,44,1.5,amphiphilic,0.776,hot_melt_coating,0.83,0.9,0.14,0.78,"{""min"": 8, ""max"": 56, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.821}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.743}]","[{""excipient"": ""MCC PH101"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.723}, {""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.488}]","[0.0465, 0.0017, 0.0277, 0.0044, 0.0411, 0.036]",hot_melt_coating,0.778,"[{""parameter"": ""coating_temp_c"", ""value"": 53.8, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 16.37, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 10.92, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 13.22, ""unit"": ""%""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.51}, {""technique"": ""coprecipitation"", ""confidence"": 0.575}]",0.46,pH_incompatibility_solubility_precipitation,crystalline_suspension
EF-1106,Cimetidine,III,2,0.4,6.0,252.3,7.1,141,400,0.067,17.8,7.48,17.21,25.86,PVP K30,ASD_polymer,175,50,hydrophilic,0.565,wet_granulation,0.598,0.75,0.08,0.62,"{""min"": 23, ""max"": 62, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Starch 1500"", ""compatibility_score"": 0.745}, {""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.789}]","[{""excipient"": ""PVP K12"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.01}, {""excipient"": ""PVP K17"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.01}]","[0.0087, 0.0224, 0.0125, 0.0349, 0.0489, 0.1129]",wet_granulation,0.628,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 19.17, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 358.77, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 18.2, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 61.82, ""unit"": ""\u00b0C""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.772}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.49}]",0.44,thermodynamic_incompatibility_chi_exceeds_threshold,lipid_based_drug_delivery
EF-1107,Carbamazepine,II,1,2.45,0.112,236.3,6.3,190,200,1.79,18.63,10.26,13.51,25.2,Span 80,surfactant,N/A,0.428,lipophilic,0.01,lipid_based_formulation,0.437,0.96,0.26,0.42,"{""min"": 12, ""max"": 41, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Cremophor EL"", ""compatibility_score"": 0.654}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.753}]","[{""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}, {""excipient"": ""PVP K30"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.609}]","[-0.0933, -0.0168, 0.053, 0.0609, 0.037, 0.0187]",lipid_based_formulation,0.437,"[{""parameter"": ""lipid_content_pct"", ""value"": 39.24, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 10.32, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 11.95, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.3, ""unit"": ""w/w""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.583}, {""technique"": ""coprecipitation"", ""confidence"": 0.736}]",0.21,moisture_uptake_amorphous_collapse,co_crystal
EF-1108,Clotrimazole,II,1,6.26,0.002,344.8,7.6,147,100,50.0,19.57,3.23,10.01,22.22,PVP K17,ASD_polymer,175,9,hydrophilic,2.149,nanosuspension,0.839,0.82,0.14,0.84,"{""min"": 35, ""max"": 73, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.788}, {""excipient"": ""HPC LF"", ""compatibility_score"": 0.839}]","[{""excipient"": ""HPC LF"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 2.155}, {""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.213}]","[0.0034, -0.0173, 0.018, -0.0583, 0.0231, 0.014]",nanosuspension,0.826,"[{""parameter"": ""particle_size_nm"", ""value"": 347.9, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.17, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -23.57, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.46, ""unit"": ""%""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.716}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.528}]",0.39,,crystalline_suspension
EF-1109,Dexamethasone,I,0,1.83,0.089,392.5,3.1,262,8,0.09,15.98,10.6,15.27,24.51,Croscarmellose Na,disintegrant,N/A,N/A,hydrophilic,0.217,direct_compression,0.76,0.81,0.11,0.74,"{""min"": 3, ""max"": 12, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Magnesium stearate"", ""compatibility_score"": 0.606}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.829}]","[{""excipient"": ""Cremophor EL"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.415}, {""excipient"": ""Eudragit S100"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}]","[-0.01, -0.0626, 0.0036, 0.037, 0.0236, 0.0031]",direct_compression,0.736,"[{""parameter"": ""compression_force_kn"", ""value"": 28.9, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 70.2, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 17.47, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 51.82, ""unit"": ""rpm""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.777}, {""technique"": ""nanosuspension"", ""confidence"": 0.744}]",0.49,,amorphous_solid_dispersion
EF-1110,Chlorothiazide,IV,3,-0.24,0.827,295.7,6.7,359,250,0.3,19.6,9.27,8.47,23.28,Soluplus,ASD_polymer,70,118,amphiphilic,0.665,spray_drying,0.887,0.84,0.09,0.86,"{""min"": 23, ""max"": 62, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K30"", ""compatibility_score"": 0.844}, {""excipient"": ""Eudragit L100"", ""compatibility_score"": 0.825}]","[{""excipient"": ""Soluplus"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.033}, {""excipient"": ""Kollidon 12 PF"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.196}]","[0.0018, 0.048, 0.0246, 0.0033, 0.0027, 0.0648]",spray_drying,0.853,"[{""parameter"": ""inlet_temp_c"", ""value"": 174.84, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 75.3, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 4.61, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.5, ""unit"": ""bar""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.571}, {""technique"": ""coprecipitation"", ""confidence"": 0.685}]",0.84,,lipid_based_drug_delivery
EF-1111,Warfarin,II,1,2.7,0.017,308.3,4.8,159,5,0.29,18.94,8.99,19.03,28.31,PVPVA 64,ASD_polymer,106,45,amphiphilic,0.581,spray_drying,0.722,0.94,0.11,0.7,"{""min"": 44, ""max"": 61, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Eudragit L100"", ""compatibility_score"": 0.752}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.818}]","[{""excipient"": ""Croscarmellose Na"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.946}, {""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.463}]","[0.0479, 0.043, 0.0582, 0.013, 0.0345, 0.0053]",spray_drying,0.678,"[{""parameter"": ""inlet_temp_c"", ""value"": 162.84, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 89.34, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 10.88, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 1.59, ""unit"": ""bar""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.725}, {""technique"": ""coprecipitation"", ""confidence"": 0.521}]",0.53,,crystalline_suspension
EF-1112,Fluconazole,I,0,0.25,8.0,306.3,9.8,138,100,0.013,20.2,8.74,7.04,23.11,MCC PH101,filler_binder,N/A,N/A,hydrophilic,0.307,direct_compression,0.816,0.76,0.05,0.8,"{""min"": 57, ""max"": 67, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Colloidal SiO2"", ""compatibility_score"": 0.758}, {""excipient"": ""DCPA"", ""compatibility_score"": 0.564}]","[{""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}, {""excipient"": ""TBC"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}]","[0.0033, 0.0071, -0.0775, 0.0088, -0.0143, -0.0048]",direct_compression,0.798,"[{""parameter"": ""compression_force_kn"", ""value"": 18.67, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 140.51, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 24.4, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 77.86, ""unit"": ""rpm""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.512}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.689}]",0.28,,co_crystal
EF-1113,Celecoxib,II,1,3.59,0.005,381.4,11.1,157,200,40.0,16.85,3.93,17.38,24.52,PEG 4000,plasticizer,-65,4,hydrophilic,1.149,hot_melt_coating,0.454,0.82,0.21,0.45,"{""min"": 13, ""max"": 55, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.69}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.831}]","[{""excipient"": ""HPMC K4M"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.184}, {""excipient"": ""PVP K30"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.1}]","[0.0303, 0.0055, 0.0575, 0.0072, -0.0254, 0.0424]",hot_melt_coating,0.454,"[{""parameter"": ""coating_temp_c"", ""value"": 88.28, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 12.81, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 25.73, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 4.91, ""unit"": ""%""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.591}, {""technique"": ""coprecipitation"", ""confidence"": 0.572}]",0.77,oxidative_degradation_peroxide_content,complexation_cyclodextrin
EF-1114,Ranitidine,III,2,0.27,250.0,314.4,8.2,69,150,0.0006,21.98,11.88,19.68,31.8,Mannitol,filler,N/A,N/A,hydrophilic,0.126,direct_compression,0.673,0.81,0.12,0.63,"{""min"": 46, ""max"": 75, ""unit"": ""% w/w""}",False,"[{""excipient"": ""MCC PH101"", ""compatibility_score"": 0.751}, {""excipient"": ""Colloidal SiO2"", ""compatibility_score"": 0.684}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.01}, {""excipient"": ""Talc"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}]","[0.0425, -0.076, 0.0422, 0.0, -0.0248, 0.0013]",direct_compression,0.6,"[{""parameter"": ""compression_force_kn"", ""value"": 17.92, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 165.57, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 17.86, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 50.52, ""unit"": ""rpm""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.554}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.678}]",0.37,chemical_reactivity_esterification_risk,micellar_solubilization
EF-1115,Nifedipine,II,1,3.17,0.008,346.3,6.2,172,30,3.75,19.69,11.28,17.7,28.78,Eudragit L100,enteric_coat,130,135,amphiphilic,0.368,spray_drying,0.575,0.98,0.08,0.57,"{""min"": 7, ""max"": 33, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.711}, {""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.761}]","[{""excipient"": ""Tween 80"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.895}, {""excipient"": ""PEG 4000"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.793}]","[0.0168, 0.0172, 0.0068, 0.0137, -0.0002, 0.0153]",spray_drying,0.581,"[{""parameter"": ""inlet_temp_c"", ""value"": 144.65, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 73.0, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 4.96, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.03, ""unit"": ""bar""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.671}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.602}]",0.16,chemical_reactivity_esterification_risk,amorphous_solid_dispersion
EF-1116,Spironolactone,II,1,2.76,0.028,416.6,8.1,207,100,3.57,18.52,5.48,14.66,24.25,HPMC AS-LF,ASD_polymer,119,18,amphiphilic,0.206,hot_melt_extrusion,0.759,0.9,0.29,0.76,"{""min"": 31, ""max"": 79, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K12"", ""compatibility_score"": 0.664}, {""excipient"": ""Kollidon VA 64"", ""compatibility_score"": 0.797}]","[{""excipient"": ""HPMC E15"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.635}, {""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.01}]","[0.0341, 0.0018, 0.0052, 0.0324, 0.0167, 0.0518]",hot_melt_extrusion,0.77,"[{""parameter"": ""barrel_temp_c"", ""value"": 120.89, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 181.22, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 3.84, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 1.29, ""unit"": ""min""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.588}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.642}]",0.21,,crystalline_suspension
EF-1117,Simvastatin,II,1,4.68,0.03,418.6,3.1,135,40,1.33,16.29,9.4,7.3,20.17,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,1.382,hot_melt_coating,0.865,0.83,0.17,0.8,"{""min"": 9, ""max"": 30, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.805}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.83}]","[{""excipient"": ""Crospovidone"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 1.149}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.35}]","[-0.0098, 0.0052, -0.0104, 0.0138, 0.0131, -0.0053]",hot_melt_coating,0.808,"[{""parameter"": ""coating_temp_c"", ""value"": 64.29, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 15.07, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 14.69, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 6.42, ""unit"": ""%""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.561}, {""technique"": ""spray_drying"", ""confidence"": 0.608}]",0.58,,co_crystal
EF-1118,Captopril,III,2,0.34,160.0,217.3,3.7,104,25,0.0002,17.19,11.43,15.11,25.58,Starch 1500,disintegrant,N/A,N/A,hydrophilic,0.579,wet_granulation,0.912,0.77,0.09,0.88,"{""min"": 3, ""max"": 5, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPC LF"", ""compatibility_score"": 0.802}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.59}]","[{""excipient"": ""CAP"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.129}, {""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.261}]","[0.024, -0.0197, 0.0096, -0.0052, 0.0939, 0.0128]",wet_granulation,0.878,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 22.88, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 142.0, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 13.08, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 47.9, ""unit"": ""\u00b0C""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.705}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.762}]",0.74,,complexation_cyclodextrin
EF-1119,Dexamethasone,I,0,1.83,0.089,392.5,6.7,262,8,0.09,18.86,8.52,19.98,28.77,Starch 1500,disintegrant,N/A,N/A,hydrophilic,0.117,wet_granulation,0.671,0.71,0.09,0.66,"{""min"": 3, ""max"": 5, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.668}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.817}]","[{""excipient"": ""Magnesium stearate"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.268}, {""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.316}]","[0.037, 0.0156, 0.0296, 0.0698, -0.0057, 0.0548]",wet_granulation,0.665,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 12.11, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 147.77, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 13.5, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 56.97, ""unit"": ""\u00b0C""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.708}, {""technique"": ""spray_drying"", ""confidence"": 0.619}]",0.4,melting_point_depression_below_processing_window,micellar_solubilization
EF-1120,Hydrochlorothiazide,IV,3,0.07,0.722,297.7,7.9,273,25,0.035,20.54,6.66,18.6,28.5,HPMC AS-LF,ASD_polymer,119,18,amphiphilic,0.525,spray_drying,0.79,0.81,0.08,0.74,"{""min"": 36, ""max"": 79, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.844}, {""excipient"": ""Eudragit L100"", ""compatibility_score"": 0.647}]","[{""excipient"": ""Starch 1500"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.01}, {""excipient"": ""HPC LF"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.343}]","[0.0038, -0.0269, 0.0202, 0.2176, 0.0523, 0.0274]",spray_drying,0.729,"[{""parameter"": ""inlet_temp_c"", ""value"": 130.11, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 86.29, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 8.71, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.41, ""unit"": ""bar""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.62}, {""technique"": ""direct_compression"", ""confidence"": 0.619}]",0.57,polymorphic_conversion_under_stress,nanosizing
EF-1121,Ketoconazole,II,1,4.34,0.005,531.4,6.5,146,200,40.0,16.31,6.35,15.19,23.17,PVPVA 64,ASD_polymer,106,45,amphiphilic,0.896,nanosuspension,0.922,0.98,0.2,0.85,"{""min"": 26, ""max"": 54, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K17"", ""compatibility_score"": 0.674}, {""excipient"": ""Tween 80"", ""compatibility_score"": 0.649}]","[{""excipient"": ""PVP K12"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.219}, {""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.095}]","[0.0016, 0.025, 0.0303, -0.01, 0.1286, -0.0929]",nanosuspension,0.836,"[{""parameter"": ""particle_size_nm"", ""value"": 164.45, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.21, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -39.02, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.19, ""unit"": ""%""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.54}, {""technique"": ""spray_drying"", ""confidence"": 0.513}]",0.82,,salt_formation
